"tackle_oppId","tackle","made_first_contact","x_s","y_s","x_s_bc","y_s_bc","x_a","y_a","x_a_bc","y_a_bc","x_s_diff","y_s_diff","x_adiff","y_a_diff","dis_from_los_x","dis_from_los_y","x_diff","y_diff","o_bc","o","o_diff"
63,1,1,3.89078140322927,-2.70729017142331,0.28215168072661,-3.17749751047316,2.75802226051695,-1.91909176708488,3.29702719738751,-0.292765537054884,3.60862972250266,0.470207339049852,-0.539004936870562,-1.62632623002999,23.07,-7.30666666666667,0.100000000000009,1.11,307.28,288.15,19.13
67,1,0,3.45854549209874,-0.385827784229588,-2.45940659808195,-0.318934453000883,3.87595615493824,-0.432393206464194,0.267493412194289,2.06272811452034,5.91795209018069,-0.0668933312287058,3.60846274274395,-2.49512132098454,42.18,-14.6466666666667,0.179999999999993,-0.18,189.34,315.92,-126.58
69,1,1,1.37505392824305,0.460137690722407,0.469215071535833,0.199842979970835,4.16309430688759,1.39310652570439,-0.203761469774184,-0.478415367056143,0.90583885670722,0.260294710751572,4.36685577666177,1.87152189276053,55.5,8.43333333333333,-0.299999999999997,0.939999999999998,338.11,171.28,166.83
71,0,1,0.831212788421633,-3.54382354249818,-1.06163753747059,-4.58879349492145,1.02988177906087,-4.39083631227109,3.36121816506985,0.777632591140875,1.89285032589222,1.04496995242327,-2.33133638600898,-5.16846890341197,73.64,-9.93666666666667,0.439999999999998,-0.690000000000001,332.6,167.24,165.36
72,0,0,6.17070054989921,-2.80906652172454,2.37369992411614,-7.29345245204567,3.21276887037525,-1.46253758431971,4.36466059385784,-1.42050621273704,3.79700062578307,4.48438593032114,-1.15189172348259,-0.0420313715826683,59.88,-11.9866666666667,-0.129999999999995,1.34,24.58,302.96,-278.38
73,1,0,3.56834553085782,-3.34350268018541,-0.574272421782002,-4.23120682377742,2.17457457708718,-2.03755378056289,2.7151069548361,0.368502678145828,4.14261795263982,0.887704143592014,-0.54053237774892,-2.40605645870872,74.52,-9.76666666666667,0.0700000000000074,1.3,310.29,289.78,20.51
75,1,1,-1.96092953693946,-1.16325205830825,-0.237503090254487,-3.74247141366765,-1.04066874548103,-0.617339908137276,4.18158805953799,0.265370119511013,-1.72342644668497,2.5792193553594,-5.22225680501902,-0.882710027648289,96.47,-1.93666666666667,0.219999999999999,-1.02,320.25,106.91,213.34
80,1,1,4.37289688083532,0.570852756479891,2.38886496563814,-3.04470428382572,3.78786079020203,0.494480165476912,3.54822127133178,-2.78392273773334,1.98403191519719,3.61555704030561,0.239639518870245,3.27840290321025,47.1,3.25333333333333,-0.530000000000001,0.0899999999999999,106.41,250.5,-144.09
84,1,1,-1.28895251122338,4.85170087946598,-3.5161489626292,2.22312763299851,-1.27868197328535,4.81304190831485,-1.40548694105435,2.22294994512375,2.22719645140582,2.62857324646746,0.126804967768999,2.5900919631911,32.97,-3.67666666666667,0.189999999999998,-0.689999999999998,76.08,140.29,-64.21
86,1,1,-0.837914362562375,-1.0069754321788,-0.0458707350012142,-4.49976620233434,-2.18753215264376,-2.62889769316909,2.37987634701239,0.0242605220673088,-0.792043627561161,3.49279077015554,-4.56740849965614,-2.6531582152364,9.26000000000001,16.0966666666667,1.25,0.130000000000003,320.56,179.25,141.31
89,1,1,-3.32746988159938,-2.308775473503,0.993521680247788,-5.74472059119307,-3.49178938192527,-2.42278907713278,2.86743343402604,-0.49590876321116,-4.32099156184717,3.43594511769006,-6.35922281595132,-1.92688031392162,19.11,-8.58666666666667,-0.399999999999999,-0.219999999999999,20.26,164.96,-144.7
91,1,1,4.50220295395186,0.265082178629921,4.63268894568901,-3.53936337954876,4.24265245106328,0.24980027919671,1.7484333675987,-2.28853244658394,-0.130485991737155,3.80444555817868,2.49421908346458,2.53833272578065,15.95,-15.9966666666667,1.16,0.17,348.24,215.55,132.69
93,1,1,0.473097200447151,-4.73643104446049,3.1292123636393,-4.74029851203982,0.109329184977283,-1.09455339262742,3.12959848946291,-2.06594126120552,-2.65611516319215,0.00386746757933487,-3.02026930448563,0.971387868578099,24.3,-7.20666666666667,-0.379999999999995,0.5,305.19,353.53,-48.34
97,1,0,0.411866480415167,-1.07371597841814,-0.669105366029365,-1.04398180499025,0.497821224153985,-1.29779583478366,1.06082022119977,0.679897388062097,1.08097184644453,-0.0297341734278853,-0.562998997045789,-1.97769322284576,53.14,-17.7166666666667,-0.689999999999998,-0.459999999999999,354.58,280.28,74.3
98,0,1,-0.273716551272117,-2.01146196821111,0.0550283013100312,-4.39965588268616,-0.199556894523514,-1.4664845876613,3.43973096282736,-0.0430221264787516,-0.328744852582148,2.38819391447505,-3.63928785735088,-1.42346246118255,46.72,-15.7566666666667,-0.569999999999993,-0.44,337.98,295.6,42.38
100,1,1,-4.33057108424354,0.410675156679474,-3.10916822176528,0.505542252205421,-2.90695806114739,0.275671599426222,-0.311349831516989,1.91485280959512,-1.22140286247826,-0.0948670955259466,-2.5956082296304,-1.6391812101689,72.65,3.19333333333333,-0.840000000000003,0.210000000000001,338.14,32.65,305.49
102,0,1,4.17315746614955,1.57364442067458,5.6996339648099,-2.05858511293203,2.87255457871729,1.0832036707334,0.438213662653849,-1.21328841825161,-1.52647649866035,3.63222953360662,2.43434091606344,2.29649208898501,78.17,-20.3766666666667,0,0.65,314.72,248.09,66.63
103,1,0,2.39911578633332,-0.444795957452671,1.87279130619354,-3.91513125239064,4.9358857571284,-0.915112994431314,3.13932183371415,-1.501685194828,0.526324480139781,3.47033529493797,1.79656392341424,0.586572200396688,81.67,-24.7466666666667,1.27,0.39,356.54,171.61,184.93
107,0,1,4.27660109155922,1.6392324739568,4.04817551551292,-2.14211927669812,6.74171613123527,2.5841175681153,1.2581442913358,-2.37764020452615,0.228425576046293,3.78135175065492,5.48357183989947,4.96175777264145,14.57,-5.26333333333333,0.289999999999999,0.940000000000001,303.37,243.69,59.68
108,1,0,-1.00223355731079,1.79975773275187,0.716040283636461,-4.26024486528765,-1.98500626884856,3.56456871341147,4.82236050723533,-0.810517821060716,-1.71827384094725,6.06000259803952,-6.80736677608389,4.37508653447219,17.79,-7.92333333333334,0.5,-1.04,334.14,176.27,157.87
110,1,1,-1.91673334128437,-1.2161551292532,-2.4489990482368,-1.29433522000108,-2.12782732160203,-1.35009291881853,1.05135532310557,1.98925915470498,0.532265706952434,0.0781800907478798,-3.1791826447076,-3.33935207352351,26.57,3.94666666666667,-0.809999999999988,-0.130000000000003,116.18,358.28,-242.1
112,1,1,3.15981612552726,-0.951610242093831,4.18308085041286,-1.84030828909432,2.89171051487646,-0.87086755488587,0.757063366191974,-1.72082975903198,-1.02326472488559,0.888698047000489,2.13464714868449,0.849962204146114,16.24,-12.8066666666667,0.120000000000001,0.76,325.83,277.08,48.75
114,1,1,4.46429722570173,-2.6859170278681,5.22932387893269,-3.19860465972655,4.85845782528385,-2.92306133359158,1.61234721020474,-2.63598870895628,-0.765026653230951,0.512687631858454,3.24611061507911,-0.287072624635295,16.31,-19.4566666666667,-0.5,0.48,30.93,43.4,-12.47
116,1,0,-0.0277766632080456,-0.0287829286388096,-0.0896752083405412,-0.178769004609525,-0.104162487030171,-0.107935982395536,0.116199852996192,0.0582888854213518,0.0618985451324956,0.149986075970716,-0.220362340026363,-0.166224867816888,8.87,-12.7766666666667,-0.710000000000001,-0.24,290.11,316.87,-26.76
118,1,0,-3.47397589437145,-1.21403932610359,3.27389923019158,-1.20900117061604,-2.57716146511795,-0.900632434854024,1.70784406049774,-4.62473444264885,-6.74787512456304,-0.00503815548754871,-4.28500552561569,3.72410200779483,20.21,-3.47666666666667,0.0600000000000023,0.399999999999999,255.93,124.31,131.62
120,1,0,-0.254090483053384,-0.705647239363762,0.556995283671805,-3.31351116702017,-0.508180966106769,-1.41129447872752,2.97821539416694,-0.500632665681206,-0.811085766725189,2.60786392765641,-3.48639636027371,-0.910661813046317,9.39,-6.04666666666667,0.939999999999998,-0.560000000000002,62.71,168.27,-105.56
122,1,1,-2.0998546603528,2.14257098024654,-2.51686651969649,-1.1805858384848,-1.81987403897243,1.856894849547,2.16582294110521,4.61727311167342,0.417011859343695,3.32315681873134,-3.98569698007763,-2.76037826212642,12.8,-5.26666666666667,1.03,0.550000000000001,48.1,91.87,-43.77
124,1,1,3.90926439854282,0.403177209531551,-2.57195424876206,-2.50462598850103,3.13337986142745,0.323157305349716,5.06506536950348,5.20122224122913,6.48121864730488,2.90780319803258,-1.93168550807603,-4.87806493587942,15.19,13.4733333333333,0,1.4,157.57,254.75,-97.18
126,1,1,-1.53948420112035,0.593707330678027,-1.87897585028941,2.20894765760287,-0.606463473168624,0.233884706024677,-1.56149748209858,1.32824154934251,0.339491649169053,-1.61524032692484,0.955034008929956,-1.09435684331783,10.74,7.08333333333333,0.579999999999998,0.130000000000003,202.76,218.64,-15.88
128,1,1,-6.62023806788784,-4.87245809879251,-5.27344167469926,-4.66394820978375,-3.75307900198994,-2.76224510223517,2.35184888419493,2.65919288994068,-1.34679639318858,-0.208509889008757,-6.10492788618487,-5.42143799217585,50.89,-3.18333333333333,0.429999999999993,-0.91,71.62,122.91,-51.29
130,0,0,2.33723538680194,-3.28302158790965,-0.585574085603648,-4.28012885206386,1.23531299600202,-1.73519503281577,2.29858771684911,0.314474971898255,2.92280947240559,0.997107264154206,-1.06327472084709,-2.04967000471403,99.13,4.55666666666667,-0.859999999999999,0.109999999999999,328.82,326.84,1.98000000000002
133,1,1,0.759052961649426,-2.04358474289941,0.0373675514863175,-1.15939797571667,1.27785521525385,-3.44034679194533,3.02842747105303,-0.0976066215547776,0.721685410163108,-0.884186767182735,-1.75057225579918,-3.34274017039055,20.81,-26.6266666666667,0.599999999999994,-0.45,44.51,134.55,-90.04
135,0,1,5.57485642829801,1.77298499820623,1.10046070789047,-4.2188370708513,2.83984139424411,0.903161588829842,3.7543779437851,-0.979309070324549,4.47439572040754,5.99182206905754,-0.91453654954099,1.88247065915439,3.25,-18.5466666666667,1.04,-0.129999999999999,334.73,204.38,130.35
137,1,1,-3.05999958096701,0.00160139992690202,-1.35167317833185,-3.07613062449862,-3.96999945635262,0.00207763323849707,3.00288941915342,1.31949048360966,-1.70832640263516,3.07773202442552,-6.97288887550604,-1.31741285037116,14.56,9.03333333333333,0.769999999999996,-0.940000000000005,6.00999999999999,103.57,-97.56
139,1,0,5.97109557471441,-0.326217163291479,3.64205372246497,-0.652261207400101,3.79434166955097,-0.207295187375856,0.710435855627677,-3.96688554095509,2.32904185224944,0.326044044108621,3.08390581392329,3.75959035357924,13.94,-25.6666666666667,0.109999999999999,1.02,246.33,226.73,19.6
141,1,1,-3.7363023383842,2.50799617945976,-4.1837505859967,-0.2287597739383,-2.47426243741887,1.66085080328669,0.158330153799778,2.89567462992611,0.447448247612497,2.73675595339806,-2.63259259121865,-1.23482382663943,10.63,10.2966666666667,0.82,0.589999999999996,138.42,156.6,-18.18
143,0,1,-1.61536097700031,-3.56071747180039,0.88473833277049,-3.61325865148435,-0.921292833429846,-2.03079282918539,3.75895456485065,-0.920413265543494,-2.5000993097708,0.0525411796839541,-4.6802473982805,-1.1103795636419,11.79,5.84666666666667,-0.57,0.460000000000001,339.02,62.65,276.37
144,1,0,1.95295812557813,4.24203424782714,1.15937606087725,-2.19231547671971,1.68113311880601,3.65160121547433,3.35919306916729,-1.77646331908611,0.793582064700877,6.43434972454685,-1.67805995036128,5.42806453456043,12.62,5.54666666666667,1.53,0.239999999999995,258.22,178.67,79.55
150,1,1,0.134788501098701,2.19586704059503,-0.900258748710726,-0.965367383626461,0.125598376023789,2.04614883328173,2.11356949900036,1.97102104831363,1.03504724980943,3.16123442422149,-1.98797112297657,0.075127784968096,9.46,4.76333333333333,1,0.579999999999998,4.97000000000003,192.91,-187.94
153,1,1,-6.02311879140849,1.74210792564121,-5.15871569484911,-2.07394608891299,-3.97698752734149,1.15029135760042,0.492375690173587,1.22473106424475,-0.86440309655938,3.8160540145542,-4.46936321751508,-0.0744397066443339,13.41,22.2133333333333,-0.43,-0.380000000000003,44.74,88.4,-43.66
157,1,1,0.673598668105196,1.73374301276945,2.01723100004686,-2.34070055591268,1.52827224699136,3.93354597520812,3.3027360594755,-2.84631946932178,-1.34363233194166,4.07444356868214,-1.77446381248414,6.7798654445299,73.05,-11.7833333333333,-0.569999999999993,-0.0500000000000007,338.55,225.05,113.5
159,1,1,1.31197168826356,-4.85588614870601,2.42707881429209,-3.88402992125633,1.31979656910807,-4.8848476963126,1.53495505621702,-0.959173068530282,-1.11510712602854,-0.971856227449675,-0.215158487108953,-3.92567462778232,18.14,-3.67666666666667,0.0700000000000003,0.720000000000002,55.85,42.14,13.71
161,1,0,-1.78026880056521,0.378210255987493,-1.65136371083469,0.169109120210243,-5.40927827864043,1.14917731626969,-0.462503256478617,4.51638026939126,-0.128905089730516,0.20910113577725,-4.94677502216182,-3.36720295312157,9.14,-4.81666666666667,-0.57,0.649999999999999,260.8,305.32,-44.52
163,1,1,-3.1926224239665,2.47563366796994,-1.4614496562488,0.290284174991108,-3.20842748547128,2.48788928018761,-0.633170180349732,3.18772576027423,-1.7311727677177,2.18534949297883,-2.57525730512155,-0.699836480086613,16.32,14.5633333333333,1.06,-0.389999999999993,5.57999999999998,166.53,-160.95
165,1,1,-3.88082457794135,1.47027228609068,-0.549265972594639,-2.19223787289374,-2.75865843492217,1.0451333117994,1.80423116972671,0.452050756206207,-3.33155860534672,3.66251015898442,-4.56288960464887,0.593082555593192,14.76,3.30333333333333,0.410000000000004,-1.19,292.57,117.85,174.72
167,1,1,-4.1675795840768,2.65233489785628,0.164758658619734,2.26401293821608,-5.26431105357069,3.35031776571319,-1.93488330402608,-0.140806959349024,-4.33233824269653,0.388321959640195,-3.32942774954461,3.49112472506222,14.75,21.2433333333333,0.409999999999997,-1.11,226.79,146.09,80.7
169,1,1,-0.347888699079884,-1.01186632173055,-1.14982835313599,-1.27917737563036,-0.351139995332967,-1.02132301632616,0.282608955081125,0.254031845460278,0.801939654056111,0.26731105389981,-0.633748950414092,-1.27535486178644,20.83,-1.18666666666667,-0.549999999999997,-0.580000000000002,155.17,205.44,-50.27
171,1,1,-2.34552095245515,2.80964970442827,-0.0147651202051734,0.719848589097268,-1.85206435863262,2.2185485371032,-2.64944272376078,0.0543438451995964,-2.33075583224998,2.089801115331,0.797378365128156,2.1642046919036,26.29,5.62333333333333,0.799999999999997,-0.75,207.74,145.07,62.67
173,1,0,-3.93425536555726,0.352327572840831,-5.42486760695549,-0.236032724436603,-3.41632807692694,0.305945208821279,0.0843284503511987,1.9381663273469,1.49061224139823,0.588360297277434,-3.50065652727814,-1.63222111852562,53.22,-11.2666666666667,0.909999999999997,-0.33,58.71,154.85,-96.14
174,0,0,1.1600076853084,-3.63961291486134,-2.80994442643305,-5.70559482616474,1.78252489862835,-5.59280832728693,3.5166559305921,1.73191543264427,3.96995211174144,2.0659819113034,-1.73413103196376,-7.32472375993119,49.4,-18.1166666666667,1.05999999999999,0.549999999999999,11.91,194.54,-182.63
175,0,1,1.1636487613338,-4.31588016055199,3.98640732892157,-5.39746761064116,0.523251456438689,-1.94069779031533,0.571118033316725,-0.421810611555039,-2.82275856758777,1.08158745008917,-0.0478665768780363,-1.51888717876029,37.7,-16.3166666666667,-0.719999999999999,0.0199999999999996,293.79,22.15,271.64
178,1,1,-3.64198179880874,-3.27810441827985,-2.5433899117963,-3.5412946441341,-5.17310067749159,-4.65624627576077,4.47535171770157,3.21423816834807,-1.09859188701244,0.263190225854245,-9.64845239519317,-7.87048444410884,22.78,18.2466666666666,-0.410000000000004,0.590000000000003,50.1,349.05,-298.95
180,1,0,-1.56566008510139,0.735940553251621,-1.22599544787912,-2.42803112866777,-4.58837955575957,2.15677376010735,2.54407673408204,1.28459081854982,-0.339664637222269,3.16397168191939,-7.13245628984161,0.872182941557536,14.14,8.70666666666667,1.22,-0.109999999999999,343.73,166.95,176.78
181,0,1,-2.78563230657416,4.96148693967548,-2.71806251154996,-2.79680821353676,-1.9093086108329,3.40066767394277,3.56413764648147,3.46378735446239,-0.0675697950241978,7.75829515321224,-5.47344625731437,-0.0631196805196201,13.1,7.95666666666667,0.399999999999999,1.23,34.39,203.6,-169.21
183,1,1,-2.92519688146718,3.70427094104287,2.3437483370886,-3.37623217987069,-0.167331177541555,0.2118968546783,1.51971521478365,-1.0549718792248,-5.26894521855579,7.08050312091357,-1.6870463923252,1.2668687339031,12.68,-1.48333333333333,1.47,-0.760000000000002,243.55,120.39,123.16
186,1,1,1.67801574964727,3.04871499880453,-2.0906772426759,-2.71918529470816,1.23440239054512,2.24273287268379,5.83475328543792,4.48611793180601,3.76869299232317,5.76790029351269,-4.6003508948928,-2.24338505912222,19.17,13.9866666666667,0.230000000000004,1.23,78.94,258.98,-180.04
188,1,0,-3.96888660885235,1.75600087872203,-2.00610921045022,-3.79204771010951,-4.17007440930108,1.84501474815033,4.26052912884099,2.25395020847787,-1.96277739840212,5.54804858883154,-8.43060353814207,-0.408935460327539,34.79,18.7066666666666,-0.0800000000000125,0.270000000000003,80.61,130.7,-50.09
190,1,1,1.66037383300998,0.613236279631059,1.11191366583446,-2.6024119581132,3.21756059165211,1.18836183001951,4.2116773032362,-1.79949278781689,0.548460167175526,3.21564823774426,-0.994116711584094,2.9878546178364,9.03,7.67333333333334,1.04,0.539999999999999,354.35,229.37,124.98
195,1,0,1.53234357060476,0.824331960818125,-0.0183473243727775,-0.969826466791023,1.9550590383578,1.05173388104381,0.519906971887971,0.0098356790452003,1.55069089497754,1.79415842760915,1.43515206646983,1.04189820199861,9.41,0.766666666666669,-0.68,-0.0200000000000031,27.17,214.51,-187.34
196,0,1,3.34364953565819,3.42988451448336,-0.682136120975837,-3.43288367301603,1.74511979940407,1.79012761716251,3.42307543395027,0.680187160630192,4.02578565663403,6.86276818749939,-1.6779556345462,1.10994045653231,7.16,-0.953333333333333,1.53,0.400000000000002,8.37,195.16,-186.79
198,1,0,2.12446840600518,-1.00455661457471,3.71579495938477,0.636999073634154,2.74824849117266,-1.29951153544984,-0.0270344434433593,-0.157699520822696,-1.59132655337959,-1.64155568820887,2.77528293461602,-1.14181201462715,13.95,-20.3633333333333,0.709999999999994,0.26,117.93,343.3,-225.37
201,1,1,-0.711651861145767,-2.18713319862503,-2.82884510018098,-5.12056006694405,-0.566227350389893,-1.7401972841234,0.744013001179905,0.411028775239972,2.11719323903522,2.93342686831902,-1.3102403515698,-2.15122605936337,11.71,16.4233333333333,0.310000000000002,1.12,26.76,270.43,-243.67
209,1,0,-1.68648141795518,-1.03739116387787,-2.61741579336356,-3.87963072529474,-0.953969286924142,-0.586807123001624,2.42891410793025,1.63868125524684,0.93093437540838,2.84223956141687,-3.3828833948544,-2.22548837824847,39.43,0.383333333333333,1.13999999999999,-0.0199999999999996,10.05,173.37,-163.32
211,1,1,6.61377939154132,2.44139758335739,7.93377060480485,1.82068228703815,3.89321765601369,1.43713474765009,-0.458525637399043,-1.99806262160319,-1.31999121326353,0.620715296319238,4.35174329341273,3.43519736925328,51,-17.6666666666667,0.530000000000001,0.550000000000001,242.68,236.92,5.76000000000002
213,1,1,-1.90397045861693,-0.247581285064185,-2.29175067550976,0.519979654698696,-1.33872922871503,-0.174080591060755,-0.460237311392888,2.02844315108949,0.387780216892825,-0.76756093976288,-0.878491917322141,-2.20252374215024,55.75,-0.776666666666667,-0.200000000000003,-0.879999999999999,71.81,185.08,-113.27
215,1,1,-4.90163592054394,1.51356047201073,-4.60367771011007,-4.13790424507814,-1.19435573112669,0.368801284603003,1.9385981115875,2.1568118512632,-0.29795821043387,5.65146471708886,-3.13295384271419,-1.7880105666602,18.97,17.7066666666666,1.41,0.259999999999998,60.22,138.82,-78.6
217,1,0,1.99898876580491,-3.16095617087389,-0.631070514283182,-3.40196266969559,0.791043682724939,-1.25085966120143,1.02255525331891,0.189685934929049,2.6300592800881,0.241006498821699,-0.231511570593967,-1.44054559613048,13.53,1.85666666666667,0.0700000000000003,1.06,8.77,303.59,-294.82
